Internal Reference,Name,aw_mfg_part_no,Product Category,Description,Manufacturer,Company,,,
0012-0000088-00-0063,5748678-3,5748678-3,"Covers, Clamp/Backshell/MTA",CLAMP 25P S3 ABS BLK,Amp / Tyco,All World Connect,,,
0012-0000089-00-0063,5748678-5,5748678-5,"Covers, Clamp/Backshell/MTA",CLAMP 50P S5 ABS BLK,Amp / Tyco,All World Connect,,,
0018-0002181-00-0063,5749070-5,5749070-5,Connector=CPC/D-Sub/IDC/BNC,D-SUB 50P RCPT ST THRU-HOLE,Amp / Tyco,All World Connect,,,
0018-0002156-00-0063,5749080-1,5749080-1,Connector=CPC/D-Sub/IDC/BNC,"BACKSHELL KIT,DSUB 50POS",Amp / Tyco,All World Connect,,,
0018-0002176-00-0063,5749621-4,5749621-4,Connector=CPC/D-Sub/IDC/BNC,D-SUB 40P SHLD W/COVER,Amp / Tyco,All World Connect,,,
0018-0002155-00-0063,5749621-5,5749621-5,Connector=CPC/D-Sub/IDC/BNC,D-SUB 50POS SHLD W/COVER,Amp / Tyco,All World Connect,,,
0012-0000090-00-0063,5749914-2,5749914-2,"Covers, Clamp/Backshell/MTA",CLAMP KIT SIZE 1 PLASTIC,Amp / Tyco,All World Connect,,,
0012-0000091-00-0063,5749915-2,5749915-2,"Covers, Clamp/Backshell/MTA",CLAMP KIT 15P S2 PLASTIC,Amp / Tyco,All World Connect,,,
0012-0000116-00-0063,5750752-2,5750752-2,"Covers, Clamp/Backshell/MTA","BACKSHELL KIT,68POS,PNL M",Amp / Tyco,All World Connect,,,
0018-0000982-00-0063,5786090-7,5786090-7,Connector=CPC/D-Sub/IDC/BNC,"IDC CONN,PLUG 68POS BLK",Amp / Tyco,All World Connect,,,
0018-0002273-00-0063,5787082-5,5787082-5,Connector=CPC/D-Sub/IDC/BNC,D-SUB 50POS RCPT R/A SLDR,Amp / Tyco,All World Connect,,,
0018-0002287-00-0063,5787394-5,5787394-5,Connector=CPC/D-Sub/IDC/BNC,CONN D-TYPE RCPT 50POS R/A SLD,Amp / Tyco,All World Connect,,,
0012-0000321-00-0063,5787543-1,5787543-1,"Covers, Clamp/Backshell/MTA","BACKSHELL KIT,40POS,0.45"" DIA",Amp / Tyco,All World Connect,,,
0012-0000092-00-0063,5787543-3,5787543-3,"Covers, Clamp/Backshell/MTA","BACKSHELL KIT,40POS,0.35"" DIA",Amp / Tyco,All World Connect,,,
0012-0000324-00-0063,5787908-1,5787908-1,"Covers, Clamp/Backshell/MTA","CONN RCPT KIT,15POS,HDP-20",Amp / Tyco,All World Connect,,,
0018-0002267-00-0063,5788336-1,5788336-1,Connector=CPC/D-Sub/IDC/BNC,"USB 2.0 TYPE B, RCPT, 4 WAYS,V",Amp / Tyco,All World Connect,,,
0020-0000417-01-0063,6-102316-3,6-102316-3,Contact Terminal,TERM SKT #27~32 G15 MOD IV,Amp / Tyco,All World Connect,,,
0044-0000049-00-0063,6-103945-0,6-103945-0,Housing,"CONN, RCPT, 11POS, #10-26",Amp / Tyco,All World Connect,,,
0020-0000105-00-0063,6-160465-0,6-160465-0,Contact Terminal,"FASTON,RCPT,.250,AWG18-15",Amp / Tyco,All World Connect,,,
0040-0000083-00-0063,6-179010-0,6-179010-0,Header,HEADER,Amp / Tyco,All World Connect,,,
0018-0002237-00-0063,6-2111979-3,6-2111979-3,Connector=CPC/D-Sub/IDC/BNC,MODULAR PLUG 8P KIT CAT6 SHLD,Amp / Tyco,All World Connect,,,
0018-0000996-00-0063,6-2271116-2,6-2271116-2,Connector=CPC/D-Sub/IDC/BNC,"CONN,12 POS,M12 RECPT,STR",Amp / Tyco,All World Connect,,,
0018-0001030-00-0063,6-534991-2,6-534991-2,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,Amp / Tyco,All World Connect,,,
0018-0000943-00-1508,6-569278-3,6-569278-3,Connector=CPC/D-Sub/IDC/BNC,MODULAR 8P RND STR UNSHLD,Amp / Tyco,All World Connect,,,
0018-0002262-00-0063,6-641334-3,6-641334-3,Connector=CPC/D-Sub/IDC/BNC,"MODULAR PLUG, 4P/4C, UNSHIELD",Amp / Tyco,All World Connect,,,
0018-0000956-00-0063,6-641335-3,6-641335-3,Connector=CPC/D-Sub/IDC/BNC,MODULAR PLUG 6P4C 26~28GA,Amp / Tyco,All World Connect,,,
0018-0002263-00-0063,6-641335-3,6-641335-3,Connector=CPC/D-Sub/IDC/BNC,"MODULAR PLUG, 6P/4C, UNSHIELD",Amp / Tyco,All World Connect,,,
0018-0000957-01-0063,6-641337-3,6-641337-3,Connector=CPC/D-Sub/IDC/BNC,MODULAR PLUG 6P6C RJ12,Amp / Tyco,All World Connect,,,
0020-0000384-01-0063,6-66506-1,6-66506-1,Contact Terminal,"TERMINAL,PIN,AWG24~20,G30",Amp / Tyco,All World Connect,,,
0018-0001036-00-0063,6-786863-7,6-786863-7,Connector=CPC/D-Sub/IDC/BNC,IDC RCPT 68P P1.27 SCSI,Amp / Tyco,All World Connect,,,
0020-0000267-01-0063,6-87756-8 ,6-87756-8 ,Contact Terminal,"TERMINAL,FEMALE,AWG22-26",Amp / Tyco,All World Connect,,,
0020-0000049-00-0063,60196-2 ,60196-2 ,Contact Terminal,TERMINAL,Amp / Tyco,All World Connect,,,
0020-0000049-01-0063,60196-3 ,60196-3 ,Contact Terminal,TERMINAL,Amp / Tyco,All World Connect,,,
0020-0000211-00-0063,60295-2,60295-2,Contact Terminal,"TERMINAL,.250,AWG22-18",Amp / Tyco,All World Connect,,,
0020-0000090-00-0063,60573-1,60573-1,Contact Terminal,"TERMINAL TAB187F,AWG24~20",Amp / Tyco,All World Connect,,,
0020-0000173-00-0063,60598-7,60598-7,Contact Terminal,"TERMINAL,RCPT,AWG24~20,G3",Amp / Tyco,All World Connect,,,
0020-0000060-01-0063,60617-1,60617-1,Contact Terminal,TERM SKT #24~18 TIN M-N-L,Amp / Tyco,All World Connect,,,
0020-0000071-01-0063,60617-5,60617-5,Contact Terminal,TERM SKT #24~18 G30 M-N-L,Amp / Tyco,All World Connect,,,
0020-0000050-01-0063,60618-1,60618-1,Contact Terminal,TERM PIN #24~18 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000051-01-0063,60618-4,60618-4,Contact Terminal,TERM PIN #24~18 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000072-01-0063,60619-4,60619-4,Contact Terminal,TERM SKT #20~14 TIN M-N-L,Amp / Tyco,All World Connect,,,
0020-0000074-01-0063,60620-1,60620-1,Contact Terminal,TERM PIN #18~16 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000328-01-0063,60620-1,60620-1,Contact Terminal,TERM PIN #18~16 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000173-01-0063,60789-3,60789-3,Contact Terminal,TERM RCPT 24~20AWG GO,Amp / Tyco,All World Connect,,,
0020-0000050-00-0063,61116-1,61116-1,Contact Terminal,TERM PIN #24~18 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000051-00-0063,61116-4,61116-4,Contact Terminal,TERM PIN #24~18 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000072-00-0063,61117-1,61117-1,Contact Terminal,TERM SKT #20~14 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000328-00-0063,61118-1,61118-1,Contact Terminal,TERM PIN #14~20 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000338-01-0063,61173-1,61173-1,Contact Terminal,TERM SKT #30~22 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000415-01-0063,61174-1,61174-1,Contact Terminal,TERM PIN #30~22 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0001151-01-0063,61174-5 ,61174-5 ,Contact Terminal,TERM PIN #30~22 M-N-L GOLD,Amp / Tyco,All World Connect,,,
0020-0000235-00-0063,61188-1,61188-1,Contact Terminal,"FASTON,RCPT,.250,FLAG,UN-",Amp / Tyco,All World Connect,,,
0020-0001135-00-0063,61202-1 ,61202-1 ,Contact Terminal,TERM FASTON RCPT 250 #26-22,Amp / Tyco,All World Connect,,,
0020-0000060-00-0063,61314-1,61314-1,Contact Terminal,TERM SKT #24~18 M-N-L TIN,Amp / Tyco,All World Connect,,,
0020-0000071-00-0063,61314-5,61314-5,Contact Terminal,TERM SKT #24~18 M-N-L G30,Amp / Tyco,All World Connect,,,
0007-0000204-00-0063,61499-1,61499-1,Cable Lug,DISCON TAB 250*032 #10 STUD,Amp / Tyco,All World Connect,,,
0020-0000218-00-0063,61556-1,61556-1,Contact Terminal,RING SERRATED #22~16,Amp / Tyco,All World Connect,,,
0007-0000205-00-0063,61588-1,61588-1,Cable Lug,"LUG, RING #6",Amp / Tyco,All World Connect,,,
0020-0000094-00-0063,61793-1,61793-1,Contact Terminal,TERMINAL,Amp / Tyco,All World Connect,,,
0020-0000240-00-0063,62048-2,62048-2,Contact Terminal,"TERMINAL,RCPT,FLAG,#18-14",Amp / Tyco,All World Connect,,,
0020-0001276-00-0063,62109-2,62109-2,Contact Terminal,TERM .250 PIGGY-BACK REC 18-14,Amp / Tyco,All World Connect,,,
0007-0000206-00-0063,62531-1,62531-1,Cable Lug,TERM TAB FAST 14-18AWG,Amp / Tyco,All World Connect,,,
0020-0000139-00-0063,62998-2,62998-2,Contact Terminal,"TERMINAL,RECPT.25,AWG8~10",Amp / Tyco,All World Connect,,,
0020-0000264-00-0063,63195-1,63195-1,Contact Terminal,"TERMINAL,RCPT,.187,#20-16",Amp / Tyco,All World Connect,,,
0020-0000269-00-0063,63313-1,63313-1,Contact Terminal,"TERMINAL,187RCPT,AWG22-16",Amp / Tyco,All World Connect,,,
0018-0000834-00-0063,640250-2,640250-2,Connector=CPC/D-Sub/IDC/BNC,"CONN, FEMALE, 2 PIN",Amp / Tyco,All World Connect,,,
0044-0000343-00-0063,640250-2,640250-2,Housing,HSG 2P SL-156 W/LOCK RAMP,Amp / Tyco,All World Connect,,,
0018-0001011-00-0063,640250-3,640250-3,Connector=CPC/D-Sub/IDC/BNC,CONN FEMALE 3POS,Amp / Tyco,All World Connect,,,
0044-0000344-00-0063,640250-4,640250-4,Housing,HOUSING,Amp / Tyco,All World Connect,,,
0044-0000345-00-0063,640251-2,640251-2,Housing,031-000-00310-01-012,Amp / Tyco,All World Connect,,,
0044-0000346-00-0063,640251-5,640251-5,Housing,HOUSING,Amp / Tyco,All World Connect,,,
0044-0000347-00-0063,640251-6,640251-6,Housing,HOUSING,Amp / Tyco,All World Connect,,,
0020-0000052-00-0063,640252-1,640252-1,Contact Terminal,TERM RCPT 18-24AWG 156TIN,Amp / Tyco,All World Connect,,,
0020-0000251-00-0063,640252-2,640252-2,Contact Terminal,TERM RCPT 18-24AWG 156TIN,Amp / Tyco,All World Connect,,,
0065-0000019-00-0063,640254-1,640254-1,Polarize Key / Eyelet / Rivet,KEY,Amp / Tyco,All World Connect,,,
0020-0000262-01-0063,640309-3,640309-3,Contact Terminal,TERM PIN #12~10 TIN M-N-L,Amp / Tyco,All World Connect,,,
0020-0001245-01-0063,640309-6,640309-6,Contact Terminal,"TERM PIN #12~10 PB,GOLD, M-N-L",Amp / Tyco,All World Connect,,,
0020-0000416-01-0063,640310-3,640310-3,Contact Terminal,TERM SKT 12~10AWG TIN,Amp / Tyco,All World Connect,,,
0020-0001137-01-0063,640310-6,640310-6,Contact Terminal,TERM SKT 12~10AWG BRZ-SEL GOLD,Amp / Tyco,All World Connect,,,
0020-0000053-00-0063,640311-1,640311-1,Contact Terminal,TERMINAL,Amp / Tyco,All World Connect,,,
0040-0000084-00-0063,640388-2,640388-2,Header,HEADER 2 WAY,Amp / Tyco,All World Connect,,,
0018-0001019-00-0063,640440-5,640440-5,Connector=CPC/D-Sub/IDC/BNC,"MTA CONN,2POS,#22,RED NYL",Amp / Tyco,All World Connect,,,
0018-0001020-00-0063,640441-5,640441-5,Connector=CPC/D-Sub/IDC/BNC,"MTA CONN,5POS,#24,WHT NYL",Amp / Tyco,All World Connect,,,
0018-0001021-00-0063,640442-5,640442-5,Connector=CPC/D-Sub/IDC/BNC,"MTA CONN,5POS,#26,BLU NYL",Amp / Tyco,All World Connect,,,
0040-0000085-00-0063,640452-2,640452-2,Header,"HEADER,2POS,P0.1"",1R,STRA",Amp / Tyco,All World Connect,,,
0040-0000086-00-0063,640452-4,640452-4,Header,"HEADER,4POS,P0.1"",1R,STRA",Amp / Tyco,All World Connect,,,
0040-0000087-00-0063,640452-5,640452-5,Header,"HEADER,5POS,P0.1"",1R,STRA",Amp / Tyco,All World Connect,,,
0040-0000088-00-0063,640452-8,640452-8,Header,HEADER,Amp / Tyco,All World Connect,,,
0040-0000212-00-0063,640454-3,640454-3,Header,CONN HEADER VERT 3POS .100 TIN,Amp / Tyco,All World Connect,,,
0040-0000202-00-0063,640456-2,640456-2,Header,"HEADER,2 POS,PC MTG,.025SQ .1P",Amp / Tyco,All World Connect,,,
0040-0000089-00-0063,640456-8,640456-8,Header,HEADER,Amp / Tyco,All World Connect,,,
0040-0000213-00-0063,640497-1,640497-1,Header,CONN HEADER .062 2POS PCB TIN,Amp / Tyco,All World Connect,,,
0040-0000214-00-0063,640498-1,640498-1,Header,CONN HEADER .062 3POS PCB TIN,Amp / Tyco,All World Connect,,,
0040-0000215-00-0063,640499-3,640499-3,Header,CONN HEADER .120 4POS PCB TIN,Amp / Tyco,All World Connect,,,
0020-0000237-01-0063,640545-1,640545-1,Contact Terminal,TERM PIN 26-18AWG TIN,Amp / Tyco,All World Connect,,,
0020-0000165-01-0063,640545-2,640545-2,Contact Terminal,TERM PIN 26-18AWG G30,Amp / Tyco,All World Connect,,,
0012-0000093-00-0063,640550-5,640550-5,"Covers, Clamp/Backshell/MTA","COVER, MTA-100, 5 WAY",Amp / Tyco,All World Connect,,,
0012-0000094-00-0063,640551-3,640551-3,"Covers, Clamp/Backshell/MTA",COVER MTA-156 3 WAY,Amp / Tyco,All World Connect,,,
0012-0000095-00-0063,640551-4,640551-4,"Covers, Clamp/Backshell/MTA",COVER MTA-156 4 WAY,Amp / Tyco,All World Connect,,,
0020-0000164-01-0063,640579-2,640579-2,Contact Terminal,TERM PIN 26-24AWG G30,Amp / Tyco,All World Connect,,,
0020-0000242-01-0063,640580-2,640580-2,Contact Terminal,TERM PIN 18~26AWG GOLD,Amp / Tyco,All World Connect,,,
0044-0001588-00-0063,640581-1,640581-1,Housing,"HOUSING PLUG 6POS IN LINE,WHT,",Amp / Tyco,All World Connect,,,
0044-0000348-00-0063,640585-1,640585-1,Housing,HOUSING 6 WAYS,Amp / Tyco,All World Connect,,,
0018-0001022-00-0063,640643-4,640643-4,Connector=CPC/D-Sub/IDC/BNC,WIRE TO BOARD CONNECTOR,Amp / Tyco,All World Connect,,,
0020-0000251-01-0063,640706-2,640706-2,Contact Terminal,TERM RCPT 18-24AWG 156TIN,Amp / Tyco,All World Connect,,,
0020-0001085-01-0063,640707-1 ,640707-1 ,Contact Terminal,"TERM PIN AWG24-18,TIN",Amp / Tyco,All World Connect,,,
0086-0000130-00-0063,640713-1,640713-1,Strain Relief,STRAIN RELIEF 2 CIR WHT,Amp / Tyco,All World Connect,,,
0086-0000047-00-0063,640713-2,640713-2,Strain Relief,STRAIN RELIEF 2CIR RED,Amp / Tyco,All World Connect,,,
0086-0000048-00-0063,640714-1,640714-1,Strain Relief,"STRAIN RELIE,3CIR CAP,WHT",Amp / Tyco,All World Connect,,,
0086-0000049-00-0063,640715-1,640715-1,Strain Relief,"STRAIN RELIE,6CIR CAP,WHT",Amp / Tyco,All World Connect,,,
0044-0000349-00-0063,640716-1,640716-1,Housing,STRAIN REL 9C M-N-L WHT,Amp / Tyco,All World Connect,,,
0086-0000129-00-0063,640717-1,640717-1,Strain Relief,"STRAIN RELIE,12 CIR,WHT,MATE-N",Amp / Tyco,All World Connect,,,
0040-0000284-00-0063,640901-3,640901-3,Header,CONN HDR 5POS 0.25 GOLD PCB,Amp / Tyco,All World Connect,,,
0007-0000207-00-0063,640903-1,640903-1,Cable Lug,FASTON RECP 22~18AWG 250,Amp / Tyco,All World Connect,,,
0007-0000208-00-0063,640905-1,640905-1,Cable Lug,CABLE LUG INS FLARE BLUE,Amp / Tyco,All World Connect,,,
0007-0001055-00-0063,640907-1,640907-1,Cable Lug,DISCON RCPT 250*032 #12~10,Amp / Tyco,All World Connect,,,
0007-0000209-00-0063,640909-1,640909-1,Cable Lug,FEMALE TAB LUG (205) RED,Amp / Tyco,All World Connect,,,
0007-0000210-00-0063,640917-1,640917-1,Cable Lug,FASTON RCPT 22~18AWG .187,Amp / Tyco,All World Connect,,,
0007-0000211-00-0063,640923-1,640923-1,Cable Lug,FEMALE TAB CABLE LUG,Amp / Tyco,All World Connect,,,
0020-0000241-00-0063,641294-1,641294-1,Contact Terminal,TERM SKT #26~18 TIN MR,Amp / Tyco,All World Connect,,,
0020-0000163-00-0063,641294-2,641294-2,Contact Terminal,TERM SKT #26~18 G30 MR,Amp / Tyco,All World Connect,,,
0020-0000241-01-0063,641300-1 ,641300-1 ,Contact Terminal,TERM SKT #26~18 TIN MR,Amp / Tyco,All World Connect,,,
0020-0000163-01-0063,641300-2,641300-2,Contact Terminal,TERM SKT #26~18 G30 MR,Amp / Tyco,All World Connect,,,
0065-0000039-00-0063,641623-1,641623-1,Polarize Key / Eyelet / Rivet,KEYING PLUG 10/STRIP MTA156,Amp / Tyco,All World Connect,,,
0086-0000050-00-0063,641763-1,641763-1,Strain Relief,STRAIN RELIEF 3POS HSG,Amp / Tyco,All World Connect,,,
0086-0000051-00-0063,641776-1,641776-1,Strain Relief,STRAIN RELIEF 4POS HOUSIN,Amp / Tyco,All World Connect,,,
0086-0000112-00-0063,641776-2,641776-2,Strain Relief,STRAIN RELIEF 4POS HOUSIN,Amp / Tyco,All World Connect,,,
0086-0000127-00-0063,641778-1,641778-1,Strain Relief,WHITE NYLON CAP,Amp / Tyco,All World Connect,,,
0086-0000052-00-0063,641945-1,641945-1,Strain Relief,STRAIN RELIEF,Amp / Tyco,All World Connect,,,
0040-0000090-00-0063,641967-1,641967-1,Header,"HEADER,4PIN,U-MATE-N-LOCK",Amp / Tyco,All World Connect,,,
0040-0000283-00-0063,641970-1,641970-1,Header,CONN HEADER VERT 6POS 6.35MM,Amp / Tyco,All World Connect,,,
0065-0000020-00-0063,641994-1,641994-1,Polarize Key / Eyelet / Rivet,KEYING PLUG MTA-100 STRIP,Amp / Tyco,All World Connect,,,
0086-0000141-00-0063,643030-1,643030-1,Strain Relief,"STRN RLF & INSERT,5 POS,UMNL",Amp / Tyco,All World Connect,,,
0012-0000096-00-0063,643067-2,643067-2,"Covers, Clamp/Backshell/MTA",MTA-156 SR COVER 2P,Amp / Tyco,All World Connect,,,
0012-0000097-00-0063,643067-3,643067-3,"Covers, Clamp/Backshell/MTA","COVER, MTA-156, 3 WAY",Amp / Tyco,All World Connect,,,
0012-0000098-00-0063,643067-4,643067-4,"Covers, Clamp/Backshell/MTA","COVER, MTA-156, 4 WAY",Amp / Tyco,All World Connect,,,
0012-0000099-00-0063,643067-5,643067-5,"Covers, Clamp/Backshell/MTA","CONN,COVER,5POS,.156,C-EN",Amp / Tyco,All World Connect,,,
0012-0000100-00-0063,643067-6,643067-6,"Covers, Clamp/Backshell/MTA",COVER 6P MTA-156,Amp / Tyco,All World Connect,,,
0012-0000101-00-0063,643071-2,643071-2,"Covers, Clamp/Backshell/MTA",CONN COVER .156 2P,Amp / Tyco,All World Connect,,,
0012-0000102-00-0063,643071-4,643071-4,"Covers, Clamp/Backshell/MTA","COVER, MTA-156,4WAY",Amp / Tyco,All World Connect,,,
0012-0000103-00-0063,643075-2,643075-2,"Covers, Clamp/Backshell/MTA","COVER, MTA-100, 2 WAY",Amp / Tyco,All World Connect,,,
0012-0000104-00-0063,643075-3,643075-3,"Covers, Clamp/Backshell/MTA","COVER, MTA-100, 3 WAY",Amp / Tyco,All World Connect,,,
0012-0000105-00-0063,643075-4,643075-4,"Covers, Clamp/Backshell/MTA",COVER 4W MTA-100,Amp / Tyco,All World Connect,,,
0012-0000106-00-0063,643075-5,643075-5,"Covers, Clamp/Backshell/MTA","COVER, MTA-100, 5 WAY",Amp / Tyco,All World Connect,,,
0012-0000107-00-0063,643075-6,643075-6,"Covers, Clamp/Backshell/MTA","COVER, MTA-100, 6 WAY",Amp / Tyco,All World Connect,,,
0012-0000108-00-0063,643075-7,643075-7,"Covers, Clamp/Backshell/MTA",COVER 7P MTA-100,Amp / Tyco,All World Connect,,,
0012-0000109-00-0063,643075-8,643075-8,"Covers, Clamp/Backshell/MTA","COVER, MTA-100, 8 WAY",Amp / Tyco,All World Connect,,,
0012-0000110-00-0063,643075-9,643075-9,"Covers, Clamp/Backshell/MTA","MTA COVER,9 POS",Amp / Tyco,All World Connect,,,
0012-0000111-00-0063,643077-8,643077-8,"Covers, Clamp/Backshell/MTA",COVER 8P MTA,Amp / Tyco,All World Connect,,,
0086-0000131-00-0063,643182-2,643182-2,Strain Relief,WHITE NYLON CAP S/R ADAPTER,Amp / Tyco,All World Connect,,,
0086-0000140-00-0063,643313-1,643313-1,Strain Relief,"STRN RLF,6 POS,IN LINE W/INSER",Amp / Tyco,All World Connect,,,
0018-0001027-00-0063,643814-9,643814-9,Connector=CPC/D-Sub/IDC/BNC,WIRE TO BOARD CONNECTOR,Amp / Tyco,All World Connect,,,
0018-0001028-00-0063,643815-6,643815-6,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,Amp / Tyco,All World Connect,,,
0044-0000350-00-0063,647401-2,647401-2,Housing,HSG RCPT 2P MTA SL-156,Amp / Tyco,All World Connect,,,
0044-0000351-00-0063,647402-2,647402-2,Housing,2 POS HOUSING,Amp / Tyco,All World Connect,,,
0020-0000259-01-0063,647485-2,647485-2,Contact Terminal,"TERMINAL,AWG 16,G30",Amp / Tyco,All World Connect,,,
0044-0000352-00-0063,650599-4,650599-4,Housing,HOUSING,Amp / Tyco,All World Connect,,,
0020-0000295-00-0063,66098-4 ,66098-4 ,Contact Terminal,TERM PIN #18-16 G30 REV,Amp / Tyco,All World Connect,,,
0020-0001075-00-0063,66098-6,66098-6,Contact Terminal,TERM PIN #18-16 G30 REV,Amp / Tyco,All World Connect,,,
0020-0000298-00-0063,66098-8,66098-8,Contact Terminal,TERM PIN #18-16 G15 REV,Amp / Tyco,All World Connect,,,
0020-0000305-00-0063,66098-9,66098-9,Contact Terminal,TERM PIN #18-16 G30 REV,Amp / Tyco,All World Connect,,,
0020-0001075-01-0063,66099-1,66099-1,Contact Terminal,TERM PIN 18~16AWG G30,Amp / Tyco,All World Connect,,,
0020-0000298-01-0063,66099-3,66099-3,Contact Terminal,TERM PIN 18~16AWG G15,Amp / Tyco,All World Connect,,,
0020-0000305-01-0063,66099-4,66099-4,Contact Terminal,TERM PIN 18~16AWG G30,Amp / Tyco,All World Connect,,,
0020-0001200-00-0063,66100-6,66100-6,Contact Terminal,TERM SKT 18-16AWG G30 REV,Amp / Tyco,All World Connect,,,
0020-0000335-00-0063,66100-8,66100-8,Contact Terminal,TERM SKT #18-16 G15 III+,Amp / Tyco,All World Connect,,,
0020-0000299-00-0063,66100-9,66100-9,Contact Terminal,TERM SKT 18-16AWG G30 REV,Amp / Tyco,All World Connect,,,
0020-0000335-01-0063,66101-3,66101-3,Contact Terminal,TERM SKT #18-16 G15 III+,Amp / Tyco,All World Connect,,,
0020-0000299-01-0063,66101-4,66101-4,Contact Terminal,TERM SKT 18-16AWG G30,Amp / Tyco,All World Connect,,,
0020-0001199-00-0063,66102-1,66102-1,Contact Terminal,"TERM PIN 24-20AWG G30,BRASS",Amp / Tyco,All World Connect,,,
0020-0000115-02-0063,66102-4,66102-4,Contact Terminal,TERM PIN 24-20AWG G30,Amp / Tyco,All World Connect,,,
0020-0000323-00-0063,66102-6,66102-6,Contact Terminal,TERM PIN 24-20AWG G30 REV,Amp / Tyco,All World Connect,,,
0020-0000405-00-0063,66102-8,66102-8,Contact Terminal,TERM PIN 24~20AWG G15 REV,Amp / Tyco,All World Connect,,,
0020-0000115-00-0063,66102-9,66102-9,Contact Terminal,TERM PIN 24-20AWG G30 REV,Amp / Tyco,All World Connect,,,
0020-0001199-01-0063,66103-1,66103-1,Contact Terminal,"TERM PIN 24-20AWG G30,BRASS",Amp / Tyco,All World Connect,,,
0020-0000405-01-0063,66103-3,66103-3,Contact Terminal,TERM PIN 24~20AWG G15,Amp / Tyco,All World Connect,,,
0020-0000115-01-0063,66103-4,66103-4,Contact Terminal,TERM PIN 24-20AWG G30,Amp / Tyco,All World Connect,,,
0020-0000332-00-0063,66104-6 ,66104-6 ,Contact Terminal,TERM SKT 24~20AWG G30,Amp / Tyco,All World Connect,,,
0020-0000095-00-0063,66104-8,66104-8,Contact Terminal,TERM SKT 24-20AWG G15 REV,Amp / Tyco,All World Connect,,,
0020-0000341-00-0063,66104-9,66104-9,Contact Terminal,TERM SKT 24~20AWG G30 REV,Amp / Tyco,All World Connect,,,
0020-0000332-01-0063,66105-1,66105-1,Contact Terminal,TERM SKT 24-20AWG G30,Amp / Tyco,All World Connect,,,
0020-0000095-01-0063,66105-3,66105-3,Contact Terminal,TERM SKT 24-20AWG G15,Amp / Tyco,All World Connect,,,
0020-0000406-01-0063,66105-3,66105-3,Contact Terminal,TERM SKT 24-20AWG G15,Amp / Tyco,All World Connect,,,
0020-0000341-01-0063,66105-4,66105-4,Contact Terminal,TERM SKT 24-20AWG G30,Amp / Tyco,All World Connect,,,
0020-0000408-00-0063,66106-8,66106-8,Contact Terminal,TERM PIN 26~24AWG G30 REV,Amp / Tyco,All World Connect,,,
0020-0000400-01-0063,66107-4,66107-4,Contact Terminal,TERM PIN 26~24AWG G30,Amp / Tyco,All World Connect,,,
0020-0001142-00-0063,66108-4,66108-4,Contact Terminal,TERM SKT 26~24AWG G30,Amp / Tyco,All World Connect,,,
0020-0000333-01-0063,66109-3,66109-3,Contact Terminal,TERM SKT #26-24 G15,Amp / Tyco,All World Connect,,,
0020-0000398-01-0063,66180-1,66180-1,Contact Terminal,TERM PIN 18~16AWG G30,Amp / Tyco,All World Connect,,,
0020-0000399-01-0063,66181-1,66181-1,Contact Terminal,TERM SKT 18~16AWG G30,Amp / Tyco,All World Connect,,,
0020-0000263-01-0063,66182-1,66182-1,Contact Terminal,"TERMINAL,PIN,AWG26-20",Amp / Tyco,All World Connect,,,
0020-0000256-01-0063,66183-1,66183-1,Contact Terminal,TERM SKT 26-20AWG,Amp / Tyco,All World Connect,,,
0020-0000377-00-0063,66253-2 ,66253-2 ,Contact Terminal,TERM PIN #10 30UAU M SERIES,Amp / Tyco,All World Connect,,,
0020-0000249-00-0063,66255-6,66255-6,Contact Terminal,TERM PIN #16~12 30UAU HEAVY DU,Amp / Tyco,All World Connect,,,
0020-0001293-00-0063,66255-7 ,66255-7 ,Contact Terminal,"TERM PIN #16~12 SILVER,NATURAL",Amp / Tyco,All World Connect,,,
0020-0000198-00-0063,66256-4,66256-4,Contact Terminal,TERM GRD PIN 16~12AWG G30,Amp / Tyco,All World Connect,,,
0020-0001294-00-0063,66256-6 ,66256-6 ,Contact Terminal,"TERM PIN GND,#16~12 SILVER,NAT",Amp / Tyco,All World Connect,,,
0020-0000377-01-0063,66259-2,66259-2,Contact Terminal,TERM PIN #10 30UAU M SERIES,Amp / Tyco,All World Connect,,,
0020-0000147-01-0063,66259-4,66259-4,Contact Terminal,TERM PIN #10 100UAG M SERIES,Amp / Tyco,All World Connect,,,
0020-0001096-01-0063,66259-5,66259-5,Contact Terminal,TERM PIN #10 SN M SERIES,Amp / Tyco,All World Connect,,,
0020-0000376-01-0063,66260-2,66260-2,Contact Terminal,TERM PIN GRD #10 30UAU,Amp / Tyco,All World Connect,,,
